2017-11-12 00:00:00,281057.0
2017-11-13 00:00:00,271662.4285714286
2017-11-14 00:00:00,277129.5714285714
2017-11-15 00:00:00,268038.0
2017-11-16 00:00:00,270958.28571428574
2017-11-17 00:00:00,266546.14285714284
2017-11-18 00:00:00,271527.85714285716
2017-11-19 00:00:00,282419.28571428574
2017-11-20 00:00:00,293689.14285714284
2017-11-21 00:00:00,297532.71428571426
2017-11-22 00:00:00,311689.28571428574
2017-11-23 00:00:00,302392.28571428574
2017-11-24 00:00:00,308365.28571428574
2017-11-25 00:00:00,308239.28571428574
2017-11-26 00:00:00,317641.4285714286
2017-11-27 00:00:00,326901.71428571426
2017-11-28 00:00:00,333052.0
2017-11-29 00:00:00,332321.4285714286
2017-11-30 00:00:00,352518.71428571426
2017-12-01 00:00:00,357115.71428571426
2017-12-02 00:00:00,372426.14285714284
2017-12-03 00:00:00,370949.71428571426
2017-12-04 00:00:00,374287.85714285716
2017-12-05 00:00:00,377349.28571428574
2017-12-06 00:00:00,383025.28571428574
2017-12-07 00:00:00,389524.85714285716
2017-12-08 00:00:00,387804.71428571426
2017-12-09 00:00:00,383831.0
2017-12-10 00:00:00,394837.4285714286
2017-12-11 00:00:00,393176.85714285716
2017-12-12 00:00:00,388592.85714285716
2017-12-13 00:00:00,383916.85714285716
2017-12-14 00:00:00,381201.4285714286
2017-12-15 00:00:00,398101.28571428574
2017-12-16 00:00:00,401041.85714285716
2017-12-17 00:00:00,395445.14285714284
2017-12-18 00:00:00,402658.0
2017-12-19 00:00:00,406321.0
2017-12-20 00:00:00,407127.4285714286
2017-12-21 00:00:00,399370.0
2017-12-22 00:00:00,377204.0
2017-12-23 00:00:00,373628.5714285714
2017-12-24 00:00:00,365627.0
2017-12-25 00:00:00,349571.71428571426
2017-12-26 00:00:00,325955.5714285714
2017-12-27 00:00:00,307215.28571428574
2017-12-28 00:00:00,298267.4285714286
2017-12-29 00:00:00,293920.4285714286
2017-12-30 00:00:00,290088.4285714286
2017-12-31 00:00:00,295259.28571428574
2018-01-01 00:00:00,296816.28571428574
2018-01-02 00:00:00,298649.28571428574
2018-01-03 00:00:00,312012.14285714284
2018-01-04 00:00:00,324629.4285714286
2018-01-05 00:00:00,341765.85714285716
2018-01-06 00:00:00,340177.71428571426
